,name,address,city,state,zipcode,phone,website,
9918,Olive Garden Italian Restaurant,,,,,,http://www.olivegarden.com,
9919,Larry's Driftwood Pizza,661 S Main St,Creve Coeur ,IL,61610,(309) 323-9869,,
9920,Monical's Pizza,135 N 5th Ave,Canton ,IL,61520,(309) 228-4470,http://www.monicalspizza.com,
9921,Frank N Beans,104 N Railroad St,Sparland ,IL,61565,(855) 207-4597,,
9922,Good Tequilas Mexican Grill,4908 N Renwood Ave,Peoria ,IL,61614,(309) 273-1203,http://www.goodtequilas.com,
9923,Fresh Table Cafe,201 E Lake Ave,Peoria ,IL,61614,(309) 340-1681,http://freshtalbecafeinperoria.com,
9924,Paparazzi Restaurant,4315 N Voss St,Peoria Heights ,IL,61616,(309) 340-1867,http://www.paparazzipeoriaheights.com,
9925,MacDonald's Shell,4310 N Knoxville Ave,Peoria ,IL,61614,(309) 740-3686,http://www.shell.us,
9926,Crust Pizza,322 W Washington St,East Peoria ,IL,61611,(309) 340-1477,http://www.crustpizzaep.com,
9927,Club Cabare't Inc,1047 N Main St,Creve Coeur ,IL,61610,(309) 699-2000,http://www.clubcabaret.com,
9928,Dave's Pizza,3708 Chalmers Ave,Bartonville ,IL,61607,(309) 740-0347,,
9929,Sky Harbor Steak House,1321 N Park Rd,Peoria ,IL,61604,(309) 674-5532,http://www.skyharborsteakhouse.com,
9931,Nick-N-Willy's World Famous Take-N-Bake Pizza,4700 N University St,Peoria ,IL,61614,(309) 691-2345,http://www.nicknwillys.com,
9932,New China Restaurant,3115 W Harmon Hwy,Peoria ,IL,61604,(309) 655-1092,http://www.newchinapeoria.com/,
9933,Camino Real,82 N Main St,Canton ,IL,61520,(309) 647-2298,,
9934,Lee's Chinese Garden,1221 W Glen Ave,Peoria ,IL,61614,(309) 691-8168,http://peoriachineselees.com,
9935,Asia Grill,5832 N Knoxville Ave,Peoria ,IL,61614,(309) 689-8880,http://theasiagrill.com,
9936,Garner's Pizza & Wings,603 S Main St,Morton ,IL,61550,(309) 938-4637,http://mortonpizzaandwings.iarbiz.com/0MOmWYxOOe8=,
9937,Avanti's Italian Restaurant,1301 W Main St,Peoria ,IL,61606,(309) 674-4923,,
9938,A World of Wings,1024 W Main St,Peoria ,IL,61606,(309) 688-4711,http://aworldofwings.com,
9939,Bacci Pizza Express of Peoria,1222 W Bradley Ave,Peoria ,IL,61606,(309) 676-2222,http://baccipizza.com,
9940,Sparky's,1914 N Wisconsin Ave,Peoria ,IL,61603,(309) 682-3930,http://www.yelp.com/biz/sparkys-ringside-bar-and-grill-peoria,
9941,Happy Fish Sushi,1200 W Main St Ste 22,Peoria ,IL,61606,(309) 999-4008,,
9942,Ati Wings and A Prayer,2626 N Sheridan Rd,Peoria ,IL,61604,(309) 682-7729,,
9943,Hofbrau Restaurant Peoria,2210 NE Jefferson Ave,Peoria ,IL,61603,(309) 686-9739,http://www.peoriahofbrau.com,
9944,Noodles & Company,358 W Washington St,East Peoria ,IL,61611,(309) 698-8640,http://www.noodles.com,
9945,Red Robin Gourmet Burgers,314 W Washington St,East Peoria ,IL,61611,(309) 694-2144,http://www.redrobin.com,
9946,Wing Street,304 W Washington St,East Peoria ,IL,61611,(309) 699-6832,http://wingstreet.com,
9947,Whitey's BBQ,131 E Washington St,East Peoria ,IL,61611,(309) 699-5700,http://www.whiteysbbq.com,
9948,Burger Barge,1401 N Main St,East Peoria ,IL,61611,(309) 694-9191,http://www.burgerbargeinc.com,
9949,Buffalo Wild Wings,833 W Camp St,East Peoria ,IL,61611,(309) 699-9464,http://www.buffalowildwings.com,
9950,Grand Village Buffet,206 W Camp St,East Peoria ,IL,61611,(309) 698-1888,http://promachinc.com,
9951,Steak & Fries,1200 W Main St Ste 26,Peoria ,IL,61606,(309) 676-2828,http://www.steakandfriespeoria.com,
9952,Great Wall,1219 W Main St Ste B,Peoria ,IL,61606,(309) 637-1104,http://www.greatwallpeoria.com,
9953,El Zarape,911 N Western Ave,Peoria ,IL,61604,(309) 495-9400,http://elzarape.co,
9954,Fast Dragon Buffet,321 Court St,Pekin ,IL,61554,(309) 347-2838,,
9955,Boyds Steakhouse,21 Blackjack Blvd,East Peoria ,IL,61611,(309) 694-5950,http://www.paradicecasino.com,
9956,The Fifth Quarter,1110 N Main St,East Peoria ,IL,61611,(309) 713-3436,http://www.5qsportsbar.com,
9957,IHOP,214 W Camp St,East Peoria ,IL,61611,(309) 698-3244,http://www.ihop.com,
9958,Haddad Restaurant,1010 W Main St,Peoria ,IL,61606,(309) 672-5339,,
9959,Tt Barbecue,436 S Western Ave,Peoria ,IL,61605,(309) 494-9004,,
9960,Veterans Pub & Pizza,2525 NE Adams St,Peoria ,IL,61603,(309) 713-3029,,
9961,Connected A Classic Amer,3218 N Dries Ln,Peoria ,IL,61604,(309) 686-5925,http://www.connectedpeoria.com,
9962,Jonah's Seafood House,2601 N Main St,East Peoria ,IL,61611,(309) 694-0946,http://www.jonahsseafood.com,
9963,Apacoza Steakhouse Inc,212 Veterans Dr,East Peoria ,IL,61611,(309) 839-2145,,
9964,New China Restaurant,3115 W Harmon Hwy,Peoria ,IL,61604,(309) 655-1092,http://www.newchinapeoria.com/,
9965,Off The Bone Smoke House,3127 N Prospect Rd,Peoria ,IL,61603,(309) 966-0486,,
9966,Villa Pizza,2200 E War Memorial Dr,Peoria ,IL,61614,(309) 681-8327,,
9967,Farmington Road Diner,3118 W Farmington Rd,Peoria ,IL,61604,(309) 839-1737,,
9968,Big Momma Soul Foods,3611 W Harmon Hwy,Peoria ,IL,61604,(309) 713-3488,,
9969,Golden Corral Restaurants,3525 N University St,Peoria ,IL,61604,(309) 966-3064,http://www.goldencorral.com,
9970,Burger Barge,123 Meadow Ave,East Peoria ,IL,61611,(309) 698-6161,http://www.burgerbargeinc.com,
9971,Casa Aztezca Mexican Bar & Grill,2530 E Washington St,East Peoria ,IL,61611,(309) 699-0655,,
9972,Basta Eastport,2517 N Main St,East Peoria ,IL,61611,(309) 699-8792,http://bastaeastport.com,
9973,Ming Shee,3510 N University St Ste A,Peoria ,IL,61604,(309) 688-0418,http://www.mingshee.com,
9974,Mercedes Restaurants Inc,2402 W Nebraska Ave,Peoria ,IL,61604,(309) 676-6443,http://mercedesrestaurants.com,
9975,LaGondola Spaghetti House,700 E War Memorial Dr,Peoria ,IL,61614,(309) 688-0800,http://www.lagondolaspaghettihouse.net,
9976,Ing's Chinese Restaurant,4125 N Sheridan Rd Ste 16,Peoria ,IL,61614,(309) 682-3388,,
9977,Hokkaido,3311 N University St,Peoria ,IL,61604,(309) 966-0931,http://hokkaidores.com,
9978,Big J J's Fish & Chicken,3126 N University St,Peoria ,IL,61604,(309) 688-2222,http://www.bigjjfish.com,
9979,Galley At East Port,2501 N Main St,East Peoria ,IL,61611,(309) 694-6530,,
9980,June Bug's Diner,800 Meadow Ave,East Peoria ,IL,61611,(309) 699-1000,,
9981,Gebby's Family Restaurant,726 E War Memorial Dr,Peoria Heights ,IL,61616,(309) 685-7811,,
9982,Perkins Restaurant & Bakery,1810 W War Memorial Dr,Peoria ,IL,61614,(309) 682-8616,http://www.perkinsrestaurants.com,
9983,Fish House,4919 N University St,Peoria ,IL,61614,(309) 691-9358,http://www.fishhousepeoria.com,
9984,The 50'S Diner,4700 N University St #60,Peoria ,IL,61614,(309) 692-6300,http://www.the50sdinerpeoria.com,
9985,The Smo King Pit,2200 W War Memorial Dr Ste 206,Peoria ,IL,61613,(309) 688-3606,http://www.smokingpit.com,
9986,June Restaurant,4450 N Prospect Rd Ste S1,Peoria Heights ,IL,61616,(309) 682-5863,http://www.junerestaurant.com,
9987,Basta Mangiare Italian Cuisine,4538 N Prospect Rd,Peoria Heights ,IL,61616,(309) 682-9393,http://www.bastaspeoria.com,
9988,Panera Bread,2515 W Lake Ave,Peoria ,IL,61615,(309) 681-0904,https://www.panerabread.com/en-us/home.html?utm_source=yext&utm_medium=referral&utm_campaign=yext,
9989,Salt Peoria Heights,4542 N Prospect Rd,Peoria Heights ,IL,61616,(309) 966-1035,http://www.saltpeoria.com,
9990,Jim's Family Restaurant,404 McKinley Ave,Bartonville ,IL,61607,(309) 697-8360,http://www.jimsfamilyrestaurant.com,
9991,Lee's Chinese Garden,1221 W Glen Ave,Peoria ,IL,61614,(309) 691-8168,http://peoriachineselees.com,
9992,Lariat Steakhouse & Grill,2232 W Glen Ave,Peoria ,IL,61614,(309) 691-4731,http://www.lariatsteakhouserestaurant.com,
9993,Ruby Tuesday Peoria @ Westlake Mall,2515 W Lake Ave,Peoria ,IL,61615,(309) 688-1241,http://www.rubytuesday.com,
9994,Biaggi's Ristorante Italiano,2601 W Lake Ave Ste 8,Peoria ,IL,61615,(309) 686-8114,http://www.biaggis.com,
9995,Sushi Popo,4700 N University St Spc 89,Peoria ,IL,61614,(309) 683-3288,http://sushipopo.net,
9996,Red Lobster,4625 N Sterling Ave,Peoria ,IL,61615,(309) 686-7716,http://www.redlobster.com,
9997,Applebee's,6844 N War Memorial Dr,Peoria ,IL,61615,(309) 692-5029,http://www.applebees.com,
9998,Jonah's Seafood,4114 N Brandywine Dr,Peoria ,IL,61614,(309) 694-0964,,
9999,Famous Wok,2200 W War Memorial Dr Ste 206,Peoria ,IL,61613,(309) 686-0663,http://eatfamouswok.com,
10000,Philly Steak,2200 W War Memorial Dr Ste 206,Peoria ,IL,61613,(309) 682-6440,,
10001,Smashburger,4712 N University St,Peoria ,IL,61614,(309) 693-3700,http://smashburger.com,
10002,Noodles & Company,4712 N University St,Peoria ,IL,61614,(309) 691-7302,http://www.noodles.com,
10003,Lariat Steak House,2232 W Glen Ave,Peoria ,IL,61614,(309) 691-4734,http://www.peoriasteakhouse.com,
10004,Lariat Club,2232 W Glen Ave,Peoria ,IL,61614,(309) 691-0206,http://www.lariatsteakhouserestaurant.com,
10005,Rizzi's Restaurant,4613 N Sheridan Rd,Peoria ,IL,61614,(309) 689-0025,http://www.rizzisrestaurant.com,
10006,Tyroni's Italian Cafe,5908 S Adams St,Bartonville ,IL,61607,(309) 697-8668,http://www.tyronis.com,
10007,Other Dawg,4408 N Prospect Rd,Peoria Heights ,IL,61616,(309) 688-3644,,
10008,Hearth Restaurant,4604 N Prospect Rd Ste A,Peoria Heights ,IL,61616,(309) 686-0234,,
10009,Oliver's Pizza & Pub,1231 E Samuel Ave,Peoria Heights ,IL,61616,(309) 681-1779,http://www.oliverspizza.org,
10010,Aurelio's Pizza,3821 N Sterling Ave,Peoria ,IL,61615,(309) 682-3722,http://aureliospizza.com,
10011,Chevys Fresh Mex,2601 W Lake Ave Ste 19,Peoria ,IL,61615,(309) 687-4284,http://www.chevys.com,
10012,Villa Pizza,2200 W War Memorial Dr,Peoria ,IL,61613,(309) 681-8327,http://villapizza.com,
10013,Sterling Family Restaurant,4513 N Sterling Ave,Peoria ,IL,61615,(309) 686-4513,http://www.sterlingfamily.com,
10014,Avanti's Of Peoria Inc,2524 W Farrelly Ave,Peoria ,IL,61615,(309) 685-2409,http://avantispeoria.com,
10015,Chuck E. Cheese's,2601 W Lake Ave,Peoria ,IL,61615,(309) 688-2873,http://www.chuckecheese.com,
10016,All American Great Steak,2200 W War Memorial Dr,Peoria ,IL,61613,(309) 688-0056,,
10017,Backwood BBQ,4722 W Farmington Rd,Peoria ,IL,61604,(309) 323-4044,,
10018,Bernardi's Restaurant,2137 Washington Rd,Washington ,IL,61571,(309) 745-5505,http://www.bernardirestaurants.com,
10019,Fairview Farms Restaurant,5911 W Heuermann Rd,Peoria ,IL,61607,(309) 697-4111,http://www.fairview-farm.com,
10020,Los Cabos Cantina & Grill,7800 N. Summer St. Suite 106,Peoria ,IL,61615,(309) 692-2710,,
10021,Ming Shee,915 W Garfield Ave # 3,Bartonville ,IL,61607,(309) 633-9929,,
10022,Denny's,115 Radio City Dr,Pekin ,IL,61554,(309) 382-4400,,
10023,Bartonville Diner,1420 W Garfield Ave,Bartonville ,IL,61607,(309) 697-2040,http://www.bartonville.doitbest.com,
10024,Olive Garden Italian Restaurant,3915 W War Memorial Dr,Peoria ,IL,61615,(888) 901-7571,http://www.olivegarden.com/locations/il/peoria/peoria-willow-knolls-court/1434?cmpid=br:og_ag:ie_ch:dry_ca:OGQ2FY16LOCURL_dt:ong_sn:yp_gt:peoria-il-1434_pl:locurl_rd:1001,
10025,Sazanis Steak Pasta House Inc,7327 N Galena Rd,Peoria ,IL,61615,(309) 691-3416,http://www.sazanis.com,
10026,Rasoi,7815 N Knoxville Ave,Peoria ,IL,61614,(309) 692-4850,http://www.rasoipeoria.com,
10027,Valley Corner Bar,PO Box 238,Valley Springs ,SD,57068,(605) 757-7500,,
10028,Valley Corner Bar,527 Broadway Ave,Valley Springs ,SD,57068,(605) 757-7500,,
10029,Olive Garden Italian Restaurant,,,,,,http://www.olivegarden.com,
10030,Brandon Steakhouse & Lounge,PO Box 48,Brandon ,SD,57005,(605) 582-6387,,
10031,Applebee's,"4001 West 41st Street Empire Mall, Sears Wing",Sioux Falls ,SD,57106,(605) 362-1926,http://www.applebees.com,
10032,Brandon Steakhouse & Lounge,1308 E Rushmore Dr,Brandon ,SD,57005,(605) 582-6387,,
10033,Pizza Ranch,202 S Splitrock Blvd,Brandon ,SD,57005,(605) 582-6322,http://www.pizzaranch.com,
10034,Crazycarl's BBQ,600 N Splitrock Blvd,Brandon ,SD,57005,(605) 553-7731,http://www.crazycarlsbbq.com,
10035,Great Wall,916 N Splitrock Blvd,Brandon ,SD,57005,(605) 582-8871,http://www.greatwallbedford.com,
10036,Saigon Panda,3301 E 26th St,Sioux Falls ,SD,57103,(605) 335-8825,http://www.haroldsphoto.com,
10037,Panera Bread,500 S Foss Ave,Sioux Falls ,SD,57110,(605) 335-9744,https://www.panerabread.com/en-us/home.html?utm_source=yext&utm_medium=referral&utm_campaign=yext,
10038,Noodles & Company,5216 E Arrowhead Pkwy,Sioux Falls ,SD,57110,(605) 275-8411,http://www.noodles.com,
10039,Ruby Tuesday,3308 E 10th St,Sioux Falls ,SD,57103,(605) 335-8332,http://www.rubytuesday.com,
10040,Macho Nacho Mexican Grill,3308 E 10th St,Sioux Falls ,SD,57103,(605) 275-9494,,
10041,Keg,3175 S Tyler Ct,Sioux Falls ,SD,57103,(605) 275-8500,,
10042,Garretson Steakhouse,633 N Main Ave,Garretson ,SD,57030,(605) 594-6620,http://garretsonsd.com,
10043,Hot Stuff,3700 N Potsdam Ave,Sioux Falls ,SD,57104,(605) 338-4176,,
10044,Botski's,1914 S Sycamore Ave Ste 104,Sioux Falls ,SD,57110,(605) 271-5353,,
10045,Ruthie's Steak & Seafood,1415 Grand Falls Blvd,Larchwood ,IA,51241,(712) 777-7777,http://grandfallscasinoresort.com,
10046,Tomacelli's Pizza & Pasta,2909 E 10th St,Sioux Falls ,SD,57103,(605) 334-9334,http://www.tomacellis.com,
10047,Fryn' Pan Family Restaurant,2708 E 10th St,Sioux Falls ,SD,57103,(605) 336-3950,http://www.frynpan.net,
10048,Pizza Inn,2208 E 10th St,Sioux Falls ,SD,57103,(605) 336-2932,http://www.pizzainn.com,
10049,Tokyo Sushi & Hibachi,3202 E 10th St,Sioux Falls ,SD,57103,(605) 275-3888,http://www.tokyosushihibachisd.com,
10050,Lam Vietnamese Restaurant,1600 E Rice St,Sioux Falls ,SD,57103,(605) 274-9898,http://www.lams-restaurant.com,
10051,Denny's,4001 E 10th St,Sioux Falls ,SD,57103,(605) 221-1400,http://locations.dennys.com/SD/SIOUX-FALLS/247786?utm_source=yext&utm_medium=local-listing&utm_campaign=yext-listing,
10052,HuHot Mongolian Grill,5430 E Arrowhead Pkwy,Sioux Falls ,SD,57110,(605) 221-1200,http://www.huhot.com,
10053,Kraft Pizza Co,2300 E Rice St,Sioux Falls ,SD,57103,(605) 332-3536,,
10054,Dareo's Pizza Casino,3301 E 26th St # 123,Sioux Falls ,SD,57103,(605) 335-3442,,
10055,Luciano's North,431 N Phillips Ave,Sioux Falls ,SD,57104,(605) 274-7626,http://www.italiandiningsiouxcity.com,
10056,Minerva's,301 S Phillips Ave,Sioux Falls ,SD,57104,(605) 334-0386,,
10057,Iron Works Barbeque,,,,,(512) 478-4856,http://www.ironworksbbq.com/,
10058,Olive Garden Italian Restaurant,,,,,,http://www.olivegarden.com,
10060,Applebee's,3221 E 10th St,Sioux Falls ,SD,57103,(888) 785-7543,http://www.applebees.com,
10061,Applebees,4001 W 41st St,Sioux Falls ,SD,57106,(855) 659-7752,http://www.applebees.com,
10062,Carino's Italian,2310 S Louise Ave,Sioux Falls ,SD,57106,(605) 937-6597,http://www.prairiepasta.com/sioux-falls.html,
10063,Chevy's Fresh Mex,2801 S Louise Ave,Sioux Falls ,SD,57106,(605) 610-8914,http://www.chevys.com,
10064,Puerto Vallarta Family Mexican Restaurant,2520 S Louise Ave,Sioux Falls ,SD,57106,(605) 937-6641,http://www.puertovallartasf.com,
10065,Valley Corner Bar,PO Box 238,Valley Springs ,SD,57068,(605) 757-7500,,
10066,Valley Corner Bar,527 Broadway Ave,Valley Springs ,SD,57068,(605) 757-7500,,
10067,Olive Garden Italian Restaurant,,,,,,http://www.olivegarden.com,
10068,Brandon Steakhouse & Lounge,PO Box 48,Brandon ,SD,57005,(605) 582-6387,,
10069,Applebee's,"4001 West 41st Street Empire Mall, Sears Wing",Sioux Falls ,SD,57106,(605) 362-1926,http://www.applebees.com,
10070,Brandon Steakhouse & Lounge,1308 E Rushmore Dr,Brandon ,SD,57005,(605) 582-6387,,
10071,Pizza Ranch,202 S Splitrock Blvd,Brandon ,SD,57005,(605) 582-6322,http://www.pizzaranch.com,
10072,Crazycarl's BBQ,600 N Splitrock Blvd,Brandon ,SD,57005,(605) 553-7731,http://www.crazycarlsbbq.com,
10073,Great Wall,916 N Splitrock Blvd,Brandon ,SD,57005,(605) 582-8871,http://www.greatwallbedford.com,
10074,Saigon Panda,3301 E 26th St,Sioux Falls ,SD,57103,(605) 335-8825,http://www.haroldsphoto.com,
10075,Panera Bread,500 S Foss Ave,Sioux Falls ,SD,57110,(605) 335-9744,https://www.panerabread.com/en-us/home.html?utm_source=yext&utm_medium=referral&utm_campaign=yext,
10076,Noodles & Company,5216 E Arrowhead Pkwy,Sioux Falls ,SD,57110,(605) 275-8411,http://www.noodles.com,
10077,Ruby Tuesday,3308 E 10th St,Sioux Falls ,SD,57103,(605) 335-8332,http://www.rubytuesday.com,
10078,Macho Nacho Mexican Grill,3308 E 10th St,Sioux Falls ,SD,57103,(605) 275-9494,,
10079,Keg,3175 S Tyler Ct,Sioux Falls ,SD,57103,(605) 275-8500,,
10080,Garretson Steakhouse,633 N Main Ave,Garretson ,SD,57030,(605) 594-6620,http://garretsonsd.com,
10081,Hot Stuff,3700 N Potsdam Ave,Sioux Falls ,SD,57104,(605) 338-4176,,
10082,Botski's,1914 S Sycamore Ave Ste 104,Sioux Falls ,SD,57110,(605) 271-5353,,
10083,Ruthie's Steak & Seafood,1415 Grand Falls Blvd,Larchwood ,IA,51241,(712) 777-7777,http://grandfallscasinoresort.com,
10084,Tomacelli's Pizza & Pasta,2909 E 10th St,Sioux Falls ,SD,57103,(605) 334-9334,http://www.tomacellis.com,
10085,Fryn' Pan Family Restaurant,2708 E 10th St,Sioux Falls ,SD,57103,(605) 336-3950,http://www.frynpan.net,
10086,Pizza Inn,2208 E 10th St,Sioux Falls ,SD,57103,(605) 336-2932,http://www.pizzainn.com,
10087,Tokyo Sushi & Hibachi,3202 E 10th St,Sioux Falls ,SD,57103,(605) 275-3888,http://www.tokyosushihibachisd.com,
10088,Lam Vietnamese Restaurant,1600 E Rice St,Sioux Falls ,SD,57103,(605) 274-9898,http://www.lams-restaurant.com,
10089,Denny's,4001 E 10th St,Sioux Falls ,SD,57103,(605) 221-1400,http://locations.dennys.com/SD/SIOUX-FALLS/247786?utm_source=yext&utm_medium=local-listing&utm_campaign=yext-listing,
10090,HuHot Mongolian Grill,5430 E Arrowhead Pkwy,Sioux Falls ,SD,57110,(605) 221-1200,http://www.huhot.com,
10091,Kraft Pizza Co,2300 E Rice St,Sioux Falls ,SD,57103,(605) 332-3536,,
10092,Dareo's Pizza Casino,3301 E 26th St # 123,Sioux Falls ,SD,57103,(605) 335-3442,,
10093,Luciano's North,431 N Phillips Ave,Sioux Falls ,SD,57104,(605) 274-7626,http://www.italiandiningsiouxcity.com,
10094,Minerva's,301 S Phillips Ave,Sioux Falls ,SD,57104,(605) 334-0386,,
10095,Iron Works Barbeque,,,,,(512) 478-4856,http://www.ironworksbbq.com/,
10096,Olive Garden Italian Restaurant,,,,,,http://www.olivegarden.com,
10098,Applebee's,3221 E 10th St,Sioux Falls ,SD,57103,(888) 785-7543,http://www.applebees.com,
10099,Applebees,4001 W 41st St,Sioux Falls ,SD,57106,(855) 659-7752,http://www.applebees.com,
10100,Carino's Italian,2310 S Louise Ave,Sioux Falls ,SD,57106,(605) 937-6597,http://www.prairiepasta.com/sioux-falls.html,
10101,Chevy's Fresh Mex,2801 S Louise Ave,Sioux Falls ,SD,57106,(605) 610-8914,http://www.chevys.com,
10102,Puerto Vallarta Family Mexican Restaurant,2520 S Louise Ave,Sioux Falls ,SD,57106,(605) 937-6641,http://www.puertovallartasf.com,
10103,Falls Landing Restaurant,200 E 8th St,Sioux Falls ,SD,57103,(605) 336-2290,http://countryinns.com,
10104,Mama's Ladas,116 W 11th St,Sioux Falls ,SD,57104,(605) 332-2772,http://mamasladas.com,
10105,Hibachi Grill & Supreme Buffet,1100 W 41st St,Sioux Falls ,SD,57105,(605) 335-3388,,
10106,Phillips Avenue Diner,121 S Phillips Ave,Sioux Falls ,SD,57104,(605) 335-4977,http://www.phillipsavenuediner.com,
10107,Monarch Steak House,47409 258th St,Renner ,SD,57055,(605) 332-4411,http://monarchsteakhouse.com,
10108,Callaway's,500 W 69th St,Sioux Falls ,SD,57108,(605) 331-6045,http://www.cjcallaways.com,
10109,Lalibela Restraunt,1001 W 11th St,Sioux Falls ,SD,57104,(605) 331-4595,http://lalibelasd.com,
10110,Hamburger Inn,111 1/2 E 10th St,Sioux Falls ,SD,57104,(605) 332-5412,http://hamburgerinn.com,
10111,Schmooter's Bar & Casino,5301 N Cliff Ave,Sioux Falls ,SD,57104,(605) 334-9321,,
10112,Elements on 8th,201 E 8th St,Sioux Falls ,SD,57103,(605) 782-2600,http://www.elementson8th.com,
10113,Mama's Phried & Philly,111 1/2 E 10th St,Sioux Falls ,SD,57104,(605) 275-9185,http://ht.ly/qky2R,
10114,The Tea Steak House,215 S Main Ave,Sioux Falls ,SD,57104,(605) 368-9667,,
10115,Islands,315 N Dakota Ave,Sioux Falls ,SD,57104,(605) 335-7001,http://www.islandsrestaurants.com,
10116,El Jalapeno Mexican Grill,2113 S Minnesota Ave,Sioux Falls ,SD,57105,(605) 339-8873,,
10117,Beef 'O' Bradys,4021 N Bobhalla Dr,Sioux Falls ,SD,57107,(605) 271-2500,http://www.beefobradys.com,
10118,Tomacelli's Pizza,2309 W 12th St,Sioux Falls ,SD,57104,(605) 335-8500,http://www.tomacellis.com,
10119,Fortunes Chinese Restaurant,1215 E Benson Rd,Sioux Falls ,SD,57104,(605) 332-5858,http://fortunechineserestaurant.com,
10120,Szechwan Chinese Restaurant,415 N Minnesota Ave,Sioux Falls ,SD,57104,(605) 332-2010,http://www.szechwansiouxfalls.com,
10121,Golden Bowl,2600 S Spring Ave,Sioux Falls ,SD,57105,(605) 332-2768,http://www.chinesefoodsiouxfalls.com,
10122,Big Cheese Pizza,1301 E Benson Rd,Sioux Falls ,SD,57104,(605) 275-5775,,
10123,Lone Star Steakhouse,1801 W 41st St,Sioux Falls ,SD,57105,(605) 331-3648,http://www.lonestarsteakhouse.com/,
10124,Phnon Restaurant,1010 N Minnesota Ave,Sioux Falls ,SD,57104,(605) 370-5411,http://www.phnompenhsiouxfalls.weebly.com,
10125,Ming Wahrestrnt,119 W 10th St,Sioux Falls ,SD,57104,(605) 339-1149,,
10126,Buffalo Wild Wings,909 N West Ave,Sioux Falls ,SD,57104,(605) 334-2711,http://www.buffalowildwings.com,
10127,Other Place,901 W 41st St,Sioux Falls ,SD,57105,(605) 275-6300,http://www.theopsiouxfalls.com,
10128,Perkins Restaurant & Bakery,5304 N Cliff Ave,Sioux Falls ,SD,57104,(605) 335-7918,http://www.perkinsrestaurants.com,
10129,Pho Quynh,1100 W 12th St,Sioux Falls ,SD,57104,(605) 332-0779,,
10130,Sushi Masa,423 S Phillips Ave,Sioux Falls ,SD,57104,(605) 977-6968,,
10131,Golden Dragon,121 N Indiana Ave,Sioux Falls ,SD,57103,(605) 988-0888,http://www.goldendragonsiouxfalls.com,
10132,Hot Stuff Pizza,390 N Main Ave,Sioux Falls ,SD,57104,(605) 297-3689,http://www.hotstufffoods.com,
10133,Sushi Masa,423 S Phillips Ave,Sioux Falls ,SD,57104,(605) 977-6968,,
10134,Golden Dragon,121 N Indiana Ave,Sioux Falls ,SD,57103,(605) 988-0888,http://www.goldendragonsiouxfalls.com,
10135,Hot Stuff Pizza,390 N Main Ave,Sioux Falls ,SD,57104,(605) 297-3689,http://www.hotstufffoods.com,
10136,Sioux Falls Pizza Co Inc - Corporate Office,2900 S Phillips Ave Ste 300,Sioux Falls ,SD,57105,(605) 275-4777,,
10137,Marlin's Family Restaurant,3850 N Cliff Ave,Sioux Falls ,SD,57104,(605) 332-7259,http://www.marlinsfamilyrestaurant.com,
10138,Hot Stuff Pizza,600 N Cliff Ave,Sioux Falls ,SD,57103,(605) 335-3524,http://getngo.com,
10139,Phillipine Oriental Food,1105 N Minnesota Ave,Sioux Falls ,SD,57104,(605) 271-2599,,
10140,Fryn' Pan Family Restaurant,1720 W 12th St,Sioux Falls ,SD,57104,(605) 336-7159,http://www.frynpan.net,
10141,The Original Pancake House,2715 W 41st St,Sioux Falls ,SD,57105,(605) 271-7222,http://www.originalpancakehouse.com,
10142,Olive Garden Italian Restaurant,3121 W 41st St,Sioux Falls ,SD,57105,(605) 221-8360,http://www.olivegarden.com/locations/sd/sioux-falls/sioux-falls/1350?cmpid=br:og_ag:ie_ch:dry_ca:OGQ2FY16LOCURL_dt:ong_sn:yp_gt:sioux falls-sd-1350_pl:locurl_rd:1001,
10143,Hometown Construction,5701 W Hemlock Dr,Sioux Falls ,SD,57107,(605) 496-9457,http://www.siouxfallsroofingcompany.com,
10144,Pizza Ranch,2717 W 41st St,Sioux Falls ,SD,57105,(605) 271-8646,http://www.pizzaranch.com,
10145,Perkins Restaurant & Bakery,2604 W 41st St,Sioux Falls ,SD,57105,(605) 339-1310,http://www.perkinsrestaurants.com,
10146,HuHot Mongolian Grill,2101 W 41st St Ste 27,Sioux Falls ,SD,57105,(605) 334-7400,http://www.huhot.com,
10147,Beef 'O' Bradys,2210 W 69th St,Sioux Falls ,SD,57108,(605) 271-4444,http://www.beefobradys.com,
10148,Khorasan Kabob House,2412 W 41st St,Sioux Falls ,SD,57105,(605) 338-0175,http://www.khorasankabob.com,
10149,McNally's Irish Pub,6211 S Old Village Pl,Sioux Falls ,SD,57108,(605) 271-7170,http://www.mcnallysip.com,
10150,J Thomas Pizza Pasta & More,300 S Cliff Ave Ste A,Harrisburg ,SD,57032,(605) 941-2948,http://www.jthomaspizza.com,
10151,Fuddruckers,3101 W 41st St,Sioux Falls ,SD,57105,(605) 336-6282,,
10152,Valentino's Restaurant,2000 W 41st St,Sioux Falls ,SD,57105,(605) 339-9900,http://www.valsofsf.com,
10153,Szechwan Chinese Restaurant,2821 W 41st St,Sioux Falls ,SD,57105,(605) 336-9488,http://www.szechwansiouxfalls.com,
10154,Denny's,5201 N Granite Ln,Sioux Falls ,SD,57107,(605) 334-4547,http://locations.dennys.com/SD/SIOUX-FALLS/248573?utm_source=yext&utm_medium=local-listing&utm_campaign=yext-listing,
